#4Help Main Categories,Sub-Category,Sub Sub-category,Name of Service,Hot Line or Help Line Phone Number or Fax Number,Street Address,City or Town,State,ZipCode,Keyword Using Categories,Business Phone Number,Website,Services Provided,Brief Description,Contact Person,Contact Person Email
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Cossatot River State Park-Natural Area

",55180239,144 HWY 62 East,Pleasant Grove ,AR,72567,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55180239,httpss://goodgrid.com/pages/3144/services/,DescriptionAgency is a state park. ,DescriptionAgency is a state park. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Agape Food Room

",55615353,P.O. Box 93,Powhatan ,AR,72458,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55615353,httpss://www.arkansasstateparks.com/powhatancourthouse/,DescriptionAgency provides a food pantry. Also offers the kids backpack food program. Children are given nutritious snacks to take home,DescriptionAgency provides a food pantry. Also offers the kids backpack food program. Children are given nutritious snacks to take home,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Powhatan Historic State Park

",55362830,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55362830,N/A,DescriptionAgency is a state park. ,DescriptionAgency is a state park. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," River Valley Shelter for Battered Women and Children

",55924388,100 West Main Street,Russellville ,AR,72801,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55924388,httpss://arcasa5.org/,DescriptionDomestic Violence Shelter,DescriptionDomestic Violence Shelter,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," CASA of the 5th Judicial District

",59007984,1303 West 5th Avenue,Pine Bluff ,AR,71601,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",59007984,https://www.uwseark.org,Description       Court Appointed Special Advocates serving abused and neglected children in the 5th Judicial District of Arkansas until they reach a safe and permanent home.      ,Description       Court Appointed Special Advocates serving abused and neglected children in the 5th Judicial District of Arkansas until they reach a safe and permanent home.      ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," United Way of Southeast Arkansas

",35772015,3705 Hwy. 25,Powhatan ,AR,72458,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",35772015,httpss://www.arkansasstateparks.com/lakecharles/,Description A locally-run nonprofit organization serving the needs of local people. ,Description A locally-run nonprofit organization serving the needs of local people. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Lake Charles State Park 

",55305943,312 South Boulder Avenue,Russellville ,AR,72801,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55305943,https://www.helpnetworkinc.net/,DescriptionAgency is a state park. ,DescriptionAgency is a state park. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Help Network

",54037157,16728 West State Hwy. 155,Dardanelle ,AR,72834,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",54037157,httpss://www.arkansasstateparks.com/mountnebo/,DescriptionOccasional emergency assistance to low-income individuals who have a goal of becoming self-sufficient,DescriptionOccasional emergency assistance to low-income individuals who have a goal of becoming self-sufficient,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Mount Nebo State Park

",55320593,100 State Park Drive,Russellville ,AR,72802,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55320593,httpss://www.arkansasstateparks.com/lakedardanelle/,DescriptionAgency is a state park. ,DescriptionAgency is a state park. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Lake Dardanelle State Park

",55306221,3877 Highway 88 West,Mena ,AR,71953,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55306221,https://www.queenwilhelmina.com/,DescriptionAgency is a state park. ,DescriptionAgency is a state park. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Queen Wilhelmina State Park

",55362850,310 School Ave.,Mountain View ,AR,72560,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55362850,N/A,DescriptionAgency is a state park. ,DescriptionAgency is a state park. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Stone County Community Food Ministry

",55641156,P.O. Box 689,Mountain View ,AR,72560,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55641156,https://www.stonecountyabuseprevention.com,DescriptionAgency provides a food pantry,DescriptionAgency provides a food pantry,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Stone County Abuse Prevention, Inc.

",55924385,1032 Park Avenue,Mountain View ,AR,72560,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55924385,https://www.ozarkfolkcenter.com/,DescriptionDomestic Violence Shelter and Community Resource,DescriptionDomestic Violence Shelter and Community Resource,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Ozark Folk Center State Park

",55320604,812B DeQueen Street,Mena ,AR,71953,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55320604,N/A,DescriptionAgency is a state park. ,DescriptionAgency is a state park. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," CASA of the Ouachita Region

",59021613,1200 Reeves Avenue,Mena ,AR,71953,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",59021613,https://www.godsfeedinghands.weebly.com,DescriptionCourt Appointed Special Advocates serving abused and neglected children in the Ouachita Region of Arkansas until they reach a safe and permanent home.,DescriptionCourt Appointed Special Advocates serving abused and neglected children in the Ouachita Region of Arkansas until they reach a safe and permanent home.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," God's Feeding Hands

",55641421,PO Box 536216,Atlanta GA 30353 United States,AR,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55641421,https://www.att.com/access,"DescriptionA tax-exempt not-for-profit, 501c3 food pantry and mission center that serves all of Polk County Arkansas.","DescriptionA tax-exempt not-for-profit, 501c3 food pantry and mission center that serves all of Polk County Arkansas.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Access by AT&T

",36025669,1021 West Cherry Street,Piggott ,AR,72454,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",36025669,https://hemingway.astate.edu/,DescriptionLow-cost wireline home internet service to qualified households.  ,DescriptionLow-cost wireline home internet service to qualified households.  ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," The Hemingway-Pfeiffer Museum and Educational Center

",55228486,703 Main Street,Melbourne ,AR,72556,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55228486,N/A,"DescriptionThe Hemingway-Pfeiffer Museum and Educational Center in Piggott, Arkansas includes a barn studio associated with Ernest Hemingway and the family home of his second wife, Pauline Pfeiffer.","DescriptionThe Hemingway-Pfeiffer Museum and Educational Center in Piggott, Arkansas includes a barn studio associated with Ernest Hemingway and the family home of his second wife, Pauline Pfeiffer.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Safe Passage, Inc.

",55924382,147 Lunen Street,Melbourne ,AR,72556,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55924382,N/A,"DescriptionProvides safe shelter, 24-hour crisis hotline, clothing, necessities, food, transportation, referrals, and follow up services for victims of domestic violence and sexual assault.","DescriptionProvides safe shelter, 24-hour crisis hotline, clothing, necessities, food, transportation, referrals, and follow up services for victims of domestic violence and sexual assault.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Manna House - Melbourne

",55641019,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55641019,https://www.mountmagazinestatepark.com/,DescriptionAgency provides a food pantry.,DescriptionAgency provides a food pantry.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Mount Magazine State Park

",55320564,408 Walnut St.,Leslie ,AR,72645,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55320564,N/A,DescriptionAgency is a state park. ,DescriptionAgency is a state park. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Leslie Food Pantry

",54428117,400 High Street,Leslie ,AR,72645,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",54428117,httpss://www.foodpantries.org/li/leslie-umc-loaves-and-fishes-pantry,DescriptionAgency is a food pantry. ,DescriptionAgency is a food pantry. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Leslie UMC Loaves and Fishes Pantry

",55503523,527 Featherston,Waldron ,AR,72958,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55503523,https://www.umc.org/find-a-church/church/64164,DescriptionFaith based program that provides a food pantry to members of the community.,DescriptionFaith based program that provides a food pantry to members of the community.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Waldron United Methodist Church

",54037156,831 North Missouri,Corning ,AR,72422,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",54037156,https://humanservices.arkansas.gov/facilities/detail/corning-therapy-and-living-center,DescriptionChurch,DescriptionChurch,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Corning Therapy and Living Center

",55228612,37 East Main Street,Ash Flat ,AR,72513,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55228612,httpss://gatewaycasa.org,DescriptionLong-term care facility. ,DescriptionLong-term care facility. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Gateway CASA

",59007864,52 Highland Cove Drive,Highland ,AR,72542,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",59007864,N/A,Description       Court Appointed Special Advocates serving abused and neglected children in the 3rd Judicial District of Arkansas until they reach a safe and permanent home.      ,Description       Court Appointed Special Advocates serving abused and neglected children in the 3rd Judicial District of Arkansas until they reach a safe and permanent home.      ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Spring River Adult and Childrens Services 

",55924399,1005 First Street,Horseshoe Bend ,AR,72512,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55924399,N/A,"DescriptionA nonprofit organization serving men, women and children affected by domestic violence.","DescriptionA nonprofit organization serving men, women and children affected by domestic violence.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Horseshoe Bend Christian Community Food Outreach Mission

",55641010,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55641010,N/A,DescriptionProgram provides a food pantry,DescriptionProgram provides a food pantry,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Hattie House Youth Center and Park

",54429507,P. O. Box 543,Marshall ,AR,72650,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",54429507,https://searcycountyhumanesociety.webstarts.com/contact.html,"DescriptionAgency provides games, arts and crafts, literacy tutoring, communal meals, and a community park for the areas youth. ","DescriptionAgency provides games, arts and crafts, literacy tutoring, communal meals, and a community park for the areas youth. ",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Operation Kindness Searcy County Humane Society 

",55859554,151 Wahpeton Hill Road,Hardy ,AR,72542,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55859554,N/A,DescriptionAgency provides an animal shelter and a spray and neuter clinic.,DescriptionAgency provides an animal shelter and a spray and neuter clinic.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Hardy Food Room

",55641118,3968 U.S. 62/412,Hardy ,AR,72542,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55641118,N/A,DescriptionAgency provides a food pantry,DescriptionAgency provides a food pantry,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Mission of Hope

",55362492,322 West Hwy 56,Calico Rock ,AR,72519,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55362492,N/A,"DescriptionSocial services organization which provides a food pantry, men's shelter, and thrift store. ","DescriptionSocial services organization which provides a food pantry, men's shelter, and thrift store. ",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Calico Rock Community Care Program

",55641001,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55641001,httpss://www.casaofthetripeaks.org/,DescriptionProgram provides a food pantry,DescriptionProgram provides a food pantry,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," CASA of the Tri-Peaks Area

",59021644,"715 W. Main, Ste A",Clarksville ,AR,72830,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",59021644,https://www.ozarkrapecrisis.com,"DescriptionCourt Appointed Special Advocates serving abused and neglected children in Conway, Logan, Scott, and Yell Counties of Arkansas until they reach a safe and permanent home.","DescriptionCourt Appointed Special Advocates serving abused and neglected children in Conway, Logan, Scott, and Yell Counties of Arkansas until they reach a safe and permanent home.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Ozark Rape Crisis Center

",54127381,511 Zack Road,Marshall ,AR,72650,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",54127381,httpss://www.facebook.com/pg/schealthandsafetycoalition/about/?ref=page_internal,"DescriptionAgency provides advocacy services for survivors of sexual violence and their families, rape prevention education.","DescriptionAgency provides advocacy services for survivors of sexual violence and their families, rape prevention education.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Growing a Healthy Searcy County 

",55959725,115 Hwy 223,Calico Rock ,AR,72519,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55959725,N/A,DescriptionAgency's mission is to empower and strengthen families' and individuals' quality of life.,DescriptionAgency's mission is to empower and strengthen families' and individuals' quality of life.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Gospel Truth Church

",57351357,161 Mildred Simpson Dr,Norfork ,AR,72658,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",57351357,https://cityofnorfork.org/schoolyouthcenter/,DescriptionAgency provides a church with a food pantry program.,DescriptionAgency provides a church with a food pantry program.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Norfork Area Youth Center 

",55734411,P.O. Box 36,Mammoth Spring ,AR,72554,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55734411,httpss://www.arkansasstateparks.com/mammothspring/,DescriptionAgency provides a youth center.,DescriptionAgency provides a youth center.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Mammoth Spring State Park

",55306528,16600 Hwy 9 North Mammoth Spring,Mammoth Spring ,AR,72554,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55306528,https://www.mammothspringfbc.com/,DescriptionAgency is a state park. ,DescriptionAgency is a state park. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Mammoth Spring First Baptist Church

",55640989,106 Lars Lane,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55640989,https://www.ozarkmuttsandstuff.org/,DescriptionAgency is a church that serves the community.,DescriptionAgency is a church that serves the community.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Ozark Mutts and Stuff

",55716967,78 Sleepy Hollow Rd,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55716967,https://www.ozarkdogs.org/,DescriptionAgency provides a rescue shelter.,DescriptionAgency provides a rescue shelter.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Ozark Dogs Rescue Organization

",55734212,1631 Leo Davis Drive,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55734212,N/A,DescriptionAgency provides a rescue organization for dogs.,DescriptionAgency provides a rescue organization for dogs.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Baxter Day Service Center

",55717037,1960 Glenbriar Drive,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55717037,https://www.ourmhbc.org,DescriptionAgency provides a day service center.,DescriptionAgency provides a day service center.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Mountain Home Baptist Church

",55457076,222 E Wade Ave,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55457076,httpss://www.facebook.com/openarmsabc/,DescriptionProgram provides a food pantry,DescriptionProgram provides a food pantry,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Open Arms Learning Center 

",55734393,Highway 62 East,Henderson ,AR,72544,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55734393,https://www.foodbanknca.org/need-help.html,DescriptionAgency provides a learning center.,DescriptionAgency provides a learning center.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Henderson Food Pantry

",55503469,412 Powell Avenue,Cotter ,AR,72626,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55503469,https://www.cotterarkansas.com/members/view/80,DescriptionAgency provides a food bank.,DescriptionAgency provides a food bank.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," North Arkansas Youth Center

",55734048,421 West Wade St,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55734048,https://www.mountainhomechristianclinic.org/,DescriptionAgency provides a youth center,DescriptionAgency provides a youth center,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Mountain Home Christian Clinic

",55717176,201 Dodd Street,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55717176,httpss://www.manta.com/c/mm8d33g/ozark-community-home,DescriptionAgency provides a clinic,DescriptionAgency provides a clinic,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Ozark Community Home INC

",55734377,201 Dodd St,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55734377,httpss://www.facebook.com/Twinrivercommunitylivingfacility/,DescriptionAgency provides a community home for mentally challenged.,DescriptionAgency provides a community home for mentally challenged.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Twin Rivers Community Living Facility 

",55734028,181 Mabel,Cotter ,AR,72626,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55734028,https://cotterschools.net/,DescriptionAgency provides a community living facility,DescriptionAgency provides a community living facility,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Cotter School District

",55641287,1015 Hwy 62 West,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55641287,https://serenityinc.org/contact/us/,DescriptionAgency provides a school district.,DescriptionAgency provides a school district.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Serenity Inc

",55924077,926 S. Church Street,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55924077,https://www.mhcreativitycouncil.org/contact-us.html,DescriptionAgency provides domestic violence support and a safe shelter.,DescriptionAgency provides domestic violence support and a safe shelter.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Mountain Home Creativity Council

",55734311,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55734311,N/A,DescriptionAgency provides a non profit organization dedicated to giving local students an opportunity to learn creative problem solving concepts and how to apply those concepts to their lives.,DescriptionAgency provides a non profit organization dedicated to giving local students an opportunity to learn creative problem solving concepts and how to apply those concepts to their lives.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Community Connections for Youth & Families, Inc.

",53285229,PO Box 1613,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",53285229,httpss://www.facebook.com/civitantwinlakes/,DescriptionA local nonprofit entity providing community-based services for juvenile justice programs.,DescriptionA local nonprofit entity providing community-based services for juvenile justice programs.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Twin Lakes Civitan Club

",54760180,312 E. 3rd Street,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",54760180,httpss://www.mountainhomepregnancy.com/,DescriptionAgency is a service organization that has programs and services opportunities that support those with special needs. ,DescriptionAgency is a service organization that has programs and services opportunities that support those with special needs. ,N/A,N/A
