#4Help Main Categories,Sub-Category,Sub Sub-category,Name of Service,Hot Line or Help Line Phone Number or Fax Number,Street Address,City or Town,State,ZipCode,Keyword Using Categories,Business Phone Number,Website,Services Provided,Brief Description,Contact Person,Contact Person Email,Short Code
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Aquila of Delaware, Georgetown",(302) 856-9766,1812 Newport Gap Pike,Wilmington,DE,19808,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",(302) 856-9746,https://www.aquilaofde.com,"Aquila of Delaware is a CARF - Accredited and Licensed agency dedicated to identifying and treating substance abusing dually diagnosed adolescents and young adults. Aquila offers Day Treatment, Partial Day Treatment and Intensive Outpatient Services.Â ","Aquila of Delaware is a CARF - Accredited and Licensed agency dedicated to identifying and treating substance abusing dually diagnosed adolescents and young adults. Aquila offers Day Treatment, Partial Day Treatment and Intensive Outpatient Services.Â ",N/A,N/A,
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Aquila of Delaware, Wilmington",(302) 999-1753,840 Walker Road,Dover,DE,19904,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",(302) 999-1106,https://www.biade.org,"Aquila of Delaware is a CARF-Accredited and Licensed agency dedicated to identifying and treating substance abusing dually diagnosed adolescents and young adults. Aquila offers Day Treatment, Partial Day Treatment, Intensive Outpatient Services and the New Castle County location introduces the ARGO Institute that focuses on young adults ages (19-26)","Aquila of Delaware is a CARF-Accredited and Licensed agency dedicated to identifying and treating substance abusing dually diagnosed adolescents and young adults. Aquila offers Day Treatment, Partial Day Treatment, Intensive Outpatient Services and the New Castle County location introduces the ARGO Institute that focuses on young adults ages (19-26)",N/A,N/A,
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Brain Injury Association of Delaware, Incorporated",(302) 346-2083,2500 West Fourth Street,Wilmington,DE,19805,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",(302) 346-2083,https://www.brandywinecounseling.org,"The Brain Injury Association of Delaware, an affiliate of the Brain Injury Association of America (BIAA), is a 501 (c) 3 non-profitÂ  organization with a mission to create a better future through brain injury prevention, research, education, and advocacy.Â  The Brain Injury Association of Delaware provides monthly support groups in all three Delaware Counties and in Salisbury, Maryland; provides a help hotline for people who need information about brain injury, and provides social networking and informational events about brain injury throughout the year.","The Brain Injury Association of Delaware, an affiliate of the Brain Injury Association of America (BIAA), is a 501 (c) 3 non-profitÂ  organization with a mission to create a better future through brain injury prevention, research, education, and advocacy.Â  The Brain Injury Association of Delaware provides monthly support groups in all three Delaware Counties and in Salisbury, Maryland; provides a help hotline for people who need information about brain injury, and provides social networking and informational events about brain injury throughout the year.",N/A,N/A,
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Brandywine Counseling and Community Services, Alpha Program",(302) 472-0392,"2500 West 4th Street, Suite 1",Wilmington,DE,19805,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",(302) 472-0381,https://www.brandywinecounseling.org,"Outpatient and intensive outpatient behavioral health treatment. Screening and assessment identifies areas of concern. If treatment is recommended, we provide specialized groups (education, life skills, dual diagnosis); close ties with the self-help community; mental health therapy; a certified family therapist; and gambling counseling.Â AÂ second office is located at 3301 Green Street, Claymont Community Center, Claymont DE 19703. Hours: Mon, Tues & Thurs 9am-5pm, Wed 9am-7pm & Fri 9am-3pm.","Outpatient and intensive outpatient behavioral health treatment. Screening and assessment identifies areas of concern. If treatment is recommended, we provide specialized groups (education, life skills, dual diagnosis); close ties with the self-help community; mental health therapy; a certified family therapist; and gambling counseling.Â AÂ second office is located at 3301 Green Street, Claymont Community Center, Claymont DE 19703. Hours: Mon, Tues & Thurs 9am-5pm, Wed 9am-7pm & Fri 9am-3pm.",N/A,N/A,
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Brandywine Counseling and Community Services, Anchor Program",(302) 472-0392,528 East Market Street,Georgetown,DE,19947,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",(302) 225-9986,https://www.brandywinecounseling.org,"BCCS Anchor Program offers client-centered counseling for any mental health concerns such as, but not limited to, Anxiety, Depression, Bipolar Disorder, Obsessive Compulsive Disorder (OCD), substance abuse and eating disorders. We also offer counseling for individuals struggling with issues such as grief and loss, trauma, abuse, family/marriage/relationship issues and employment/financial problems. In addition to individual counseling we also offer mental health focused groups counseling. Brandywine Counseling's Anchor program also offers psychiatric evaluations and treatment for people in need of medications for their mental health concerns.","BCCS Anchor Program offers client-centered counseling for any mental health concerns such as, but not limited to, Anxiety, Depression, Bipolar Disorder, Obsessive Compulsive Disorder (OCD), substance abuse and eating disorders. We also offer counseling for individuals struggling with issues such as grief and loss, trauma, abuse, family/marriage/relationship issues and employment/financial problems. In addition to individual counseling we also offer mental health focused groups counseling. Brandywine Counseling's Anchor program also offers psychiatric evaluations and treatment for people in need of medications for their mental health concerns.",N/A,N/A,
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Brandywine Counseling and Community Services, Georgetown Center",(302) 856-4705,2713 Lancaster Avenue,Wilmington,DE,19805,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",(302) 856-4700,https://www.brandywinecounseling.org,"Brandywine Counseling Georgetown has multiple treatment modalities.Â  They provide traditional outpatient and intensive outpatient (IOP) substance abuse counseling, and outpatient mental health counseling and medication management.Â  Dual diagnosis services are also available.Â  They help people rebuild their lives in key areas, including sobriety and mental health stabilization, community integration, interpersonal relationships, and housing and employment.Â  Inside our welcoming offices, culturally diverse staff reflect the community they serve.Â  Certified counselors, licensed clinical social workers, and a psychiatric nurse practitioner are on site.Â  Medicaid, Medicare and private pay insurance are accepted.","Brandywine Counseling Georgetown has multiple treatment modalities.Â  They provide traditional outpatient and intensive outpatient (IOP) substance abuse counseling, and outpatient mental health counseling and medication management.Â  Dual diagnosis services are also available.Â  They help people rebuild their lives in key areas, including sobriety and mental health stabilization, community integration, interpersonal relationships, and housing and employment.Â  Inside our welcoming offices, culturally diverse staff reflect the community they serve.Â  Certified counselors, licensed clinical social workers, and a psychiatric nurse practitioner are on site.Â  Medicaid, Medicare and private pay insurance are accepted.",N/A,N/A,
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Brandywine Counseling and Community Services, Medically Assisted Treatment",(302) 656-0746,2713 Lancaster Avenue,Wilmington,DE,19805,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",(302) 656-2348,https://www.brandywinecounseling.org,"In conjunction with individual and group counseling, this program provides medical treatment to individuals suffering from mental health, opiod and alcohol addiction. Medications adminstered include psychotropics, Methadone, Revia and Suboxone. BCCS's program meets federal accreditation standards and utilizes clinical best practices.","In conjunction with individual and group counseling, this program provides medical treatment to individuals suffering from mental health, opiod and alcohol addiction. Medications adminstered include psychotropics, Methadone, Revia and Suboxone. BCCS's program meets federal accreditation standards and utilizes clinical best practices.",N/A,N/A,
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Brandywine Counseling and Community Services, Northeast Substance Abuse & Family Education",(302) 656-0746,406 South Bedford Street,Georgetown,DE,19947,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",(302) 656-2348,https://www.ccwilm.org,"Brandywine Counseling's NSAFE (Northeast Substance Abuse & Family Education) program provides case management for individuals with HIV or AIDS. NSAFE staff explain the many options available to clients who need specific services from federal, state, and/or private agencies, including, but not limited to, services provided by Brandywine Counseling. Crisis intervention focuses on the impact of drug/alcohol addiction to those exposed to HIV or afflicted with AIDS, particularly on the interaction of drugs with AIDS treatments or other prescription medications. Evaluations by a registered nurse help determine whether further medical care is warranted or whether the client needs to be detoxified from drugs or alcohol. The AIDS Waiver program offers assistance and advocacy to clients with AIDS in obtaining Medicare long-term medical care, social security benefits, and other services. In addition to these programs, NSAFE offers special assistance to HIV positive individuals with daily living issues such as food, housing, transportation, and medical appointments. Support groups are also available for consumers and their family members.","Brandywine Counseling's NSAFE (Northeast Substance Abuse & Family Education) program provides case management for individuals with HIV or AIDS. NSAFE staff explain the many options available to clients who need specific services from federal, state, and/or private agencies, including, but not limited to, services provided by Brandywine Counseling. Crisis intervention focuses on the impact of drug/alcohol addiction to those exposed to HIV or afflicted with AIDS, particularly on the interaction of drugs with AIDS treatments or other prescription medications. Evaluations by a registered nurse help determine whether further medical care is warranted or whether the client needs to be detoxified from drugs or alcohol. The AIDS Waiver program offers assistance and advocacy to clients with AIDS in obtaining Medicare long-term medical care, social security benefits, and other services. In addition to these programs, NSAFE offers special assistance to HIV positive individuals with daily living issues such as food, housing, transportation, and medical appointments. Support groups are also available for consumers and their family members.",N/A,N/A,
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Catholic Charities,  Addiction/Substance Abuse Recovery Support Program - Sussex County",(302) 856-6297,2099 South Dupont Highway,Dover,DE,19901,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",(302) 856-9578,https://www.ccwilm.org,"This program provides routine outpatient treatment for addiction recovery, mental health concerns. Services include assessments; individual counseling; psychiatric and mental health treatment as needed including medication services; family psycho-education and therapy. Must be in active recovery to be admitted.","This program provides routine outpatient treatment for addiction recovery, mental health concerns. Services include assessments; individual counseling; psychiatric and mental health treatment as needed including medication services; family psycho-education and therapy. Must be in active recovery to be admitted.",N/A,N/A,
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Catholic Charities, Addiction/Substance Abuse Recovery Support Program - Kent County",(302) 674-4018,2601 West 4th Street,Wilmington,DE,19805,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",(302) 674-1600,https://www.ccwilm.org,"This program provides routine outpatient treatment for addiction recovery, mental health concerns. Services include assessments; individual counseling; psychiatric and mental health treatment as needed including medication services; family psycho-education and therapy. Must be in active recovery to be admitted.","This program provides routine outpatient treatment for addiction recovery, mental health concerns. Services include assessments; individual counseling; psychiatric and mental health treatment as needed including medication services; family psycho-education and therapy. Must be in active recovery to be admitted.",N/A,N/A,
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Catholic Charities, Addiction/Substance Abuse Recovery Support Program - New Castle County",(302) 655-9624,2999 Philadelphia Pike,Claymont,DE,19703,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",(302) 655-9624,https://www.crchealth.com,"This program provides routine outpatient treatment for addictionÂ recovery, mental healthÂ concerns. Services include assessments; individual counseling; psychiatric and mental health treatment as needed including medication services; family psycho-education; and therapy.Â  Must be in active recovery to be admitted.","This program provides routine outpatient treatment for addictionÂ recovery, mental healthÂ concerns. Services include assessments; individual counseling; psychiatric and mental health treatment as needed including medication services; family psycho-education; and therapy.Â  Must be in active recovery to be admitted.",N/A,N/A,
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",Claymont Treatment Center - A member of CRC Health Group,(302) 792-0800,"5350 Summit Bridge Road, Suite 103",Middletown,DE,19709,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",(302) 792-0700,https://www.connectionscsp.org,"Services Provided:ÃÂ  Outpatient Substance abuse treatment, Detoxification, Methadone Maintenance, Buprenorphine Services. ","Services Provided:ÃÂ  Outpatient Substance abuse treatment, Detoxification, Methadone Maintenance, Buprenorphine Services. ",N/A,N/A,
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Connections, Center for Children and Families",(833) 886-2277,500 West 8th Street,Wilmington,DE,19801,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",(833) 886-2277,https://www.connectionscsp.org,"Therapy for children, adolescents, couples & families; services for adolescents with substance use disorders; services for children and adolescents with ADHD and other mental health disorders; Medication Assisted Treatment, medication management, acupuncture, neurofeedback, Family-Based Family Therapy; Mobile Family Therapy; Adolescent Community Reinforcement Approach Family Therapy (ACR-FT)and other state-of-the-art treatments .Locations:Middletown: 5350 Summit Bridge Road, Suite 103 Middletown, DE 19709Wilmington: 811 Brandywine Boulevard Wilmington, DE 19809Dover: 1114 S Dupont Hwy Dover, DE 19901Millsboro: 24832 John J Williams Hwy Millsboro, DE 19966Seaford: 105 N. Front St., Suite A Seaford, DE 19973","Therapy for children, adolescents, couples & families; services for adolescents with substance use disorders; services for children and adolescents with ADHD and other mental health disorders; Medication Assisted Treatment, medication management, acupuncture, neurofeedback, Family-Based Family Therapy; Mobile Family Therapy; Adolescent Community Reinforcement Approach Family Therapy (ACR-FT)and other state-of-the-art treatments .Locations:Middletown: 5350 Summit Bridge Road, Suite 103 Middletown, DE 19709Wilmington: 811 Brandywine Boulevard Wilmington, DE 19809Dover: 1114 S Dupont Hwy Dover, DE 19901Millsboro: 24832 John J Williams Hwy Millsboro, DE 19966Seaford: 105 N. Front St., Suite A Seaford, DE 19973",N/A,N/A,
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Connections, Integrated Health and Mental Clinic",(302) 656-8326,"1423 Capital Trail, Polly Drummond Plaza, Building 3",Newark,DE,19711,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",(302) 656-8326,https://www.connectionscsp.org,"Walk-in clinic. Offers primary medical care and behavioral health care. Family practice physician provides full-spectrum of general medical services including annual physical exams, sick visits and routine monitoring for conditions such as diabetes and hypertension. Also provides outpatient counseling and psychiatric services for persons with behavioral health concerns, including mental health and substance abuse issues.","Walk-in clinic. Offers primary medical care and behavioral health care. Family practice physician provides full-spectrum of general medical services including annual physical exams, sick visits and routine monitoring for conditions such as diabetes and hypertension. Also provides outpatient counseling and psychiatric services for persons with behavioral health concerns, including mental health and substance abuse issues.",N/A,N/A,
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Connections, Integrated Health Clinics",N/A,114 South Dupont Highway,Dover,DE,19901,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",N/A,https://www.connectionscsp.org,"Medication assisted treatment using methadone, buprenorphine, naltrexone, and other approved medications for the treatment of opioid use disorders; outpatient counseling for mental health and substance use disorders; intensive outpatient program; medical assessment and treatment; family therapy; DUI treatment; psychiatry and medication management services. *Methadone is not dispensed in the Wilmington clinic, but office-based opioid treatment with buprenorphine is provided there.Locations: 1423 Capital Trail, Polly Drummond Plaza, Building 3 Newark, DE 19711 320 N. High St. Ext Smyrna, DE 19977 1114 South Dupont Highway Dover, DE 19901 24832 John J. Williams Highway Millsboro, DE 19966 1 East St Harrington, DE 19952 123 Pennsylvania Ave Seaford, DE 19973 801 West St.* Wilmington, DE 19801","Medication assisted treatment using methadone, buprenorphine, naltrexone, and other approved medications for the treatment of opioid use disorders; outpatient counseling for mental health and substance use disorders; intensive outpatient program; medical assessment and treatment; family therapy; DUI treatment; psychiatry and medication management services. *Methadone is not dispensed in the Wilmington clinic, but office-based opioid treatment with buprenorphine is provided there.Locations: 1423 Capital Trail, Polly Drummond Plaza, Building 3 Newark, DE 19711 320 N. High St. Ext Smyrna, DE 19977 1114 South Dupont Highway Dover, DE 19901 24832 John J. Williams Highway Millsboro, DE 19966 1 East St Harrington, DE 19952 123 Pennsylvania Ave Seaford, DE 19973 801 West St.* Wilmington, DE 19801",N/A,N/A,
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Connections, Mental Health, Alcohol and Other Drug Treatment Outpatient Services, Dover",302-674-5931,1423 Capitol Trail,Newark,DE,19711,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",302-672-9360,https://www.connectionscsp.org,"Provides licensed assessment and treatment for mental health and substance use disorders, including outpatient, intensive outpatient and day treatment.Services include assessments for substance use and mental health problems, including anxiety and depression; assessments for gambling; individual therapy and group counseling; psychiatric and other mental health treatment, including medication services; family therapy; case management,(help to get social services, financial assistance, transportation, child care, and employment); primary medical care and education; HIV counseling and testing; Medication Assisted Treatment (including Methadone and Suboxone) and DUI Treatment (Wilmington, Newark, Smyrna, Dover)Locations: North Wilmington, Newark, Dover, Smyrna, Seaford, Millsboro.","Provides licensed assessment and treatment for mental health and substance use disorders, including outpatient, intensive outpatient and day treatment.Services include assessments for substance use and mental health problems, including anxiety and depression; assessments for gambling; individual therapy and group counseling; psychiatric and other mental health treatment, including medication services; family therapy; case management,(help to get social services, financial assistance, transportation, child care, and employment); primary medical care and education; HIV counseling and testing; Medication Assisted Treatment (including Methadone and Suboxone) and DUI Treatment (Wilmington, Newark, Smyrna, Dover)Locations: North Wilmington, Newark, Dover, Smyrna, Seaford, Millsboro.",N/A,N/A,
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Connections, Mental Health, Alcohol and Other Drug Treatment Outpatient Services, Newark",(302) 454-7524,222 North DuPont Highway,Smyrna,DE,19977,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",(302) 454-7520,https://www.connectionscsp.org,"Provides licensed assessment and treatment for mental health and substance use disorders, including outpatient, intensive outpatient and day treatment.Services include assessments for substance use and mental health problems, including anxiety and depression; assessments for gambling; individual therapy and group counseling; psychiatric and other mental health treatment, including medication services; family therapy; case management,(help to get social services, financial assistance, transportation, child care, and employment); primary medical care and education; HIV counseling and testing; Medication Assisted Treatment (including Methadone and Suboxone) and DUI Treatment (Wilmington, Newark, Smyrna, Dover)Locations: North Wilmington, Newark, Dover, Smyrna, Seaford, Millsboro.","Provides licensed assessment and treatment for mental health and substance use disorders, including outpatient, intensive outpatient and day treatment.Services include assessments for substance use and mental health problems, including anxiety and depression; assessments for gambling; individual therapy and group counseling; psychiatric and other mental health treatment, including medication services; family therapy; case management,(help to get social services, financial assistance, transportation, child care, and employment); primary medical care and education; HIV counseling and testing; Medication Assisted Treatment (including Methadone and Suboxone) and DUI Treatment (Wilmington, Newark, Smyrna, Dover)Locations: North Wilmington, Newark, Dover, Smyrna, Seaford, Millsboro.",N/A,N/A,
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Connections, Mental Health, Alcohol and Other Drug Treatment Outpatient Services, Smyrna",(302) 659-2820,23207 Dupont Boulevard,Georgetown,DE,19947,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",(302) 659-5060,https://www.doc.delaware.gov,"Provides licensed assessment and treatment for mental health and substance use disorders, including outpatient, intensive outpatient and day treatment.Services include assessments for substance use and mental health problems, including anxiety and depression; assessments for gambling; individual therapy and group counseling; psychiatric and other mental health treatment, including medication services; family therapy; case management,(help to get social services, financial assistance, transportation, child care, and employment); primary medical care and education; HIV counseling and testing; Medication Assisted Treatment (including Methadone and Suboxone) and DUI Treatment (Wilmington, Newark, Smyrna, Dover)Locations: North Wilmington, Newark, Dover, Smyrna, Seaford, Millsboro.","Provides licensed assessment and treatment for mental health and substance use disorders, including outpatient, intensive outpatient and day treatment.Services include assessments for substance use and mental health problems, including anxiety and depression; assessments for gambling; individual therapy and group counseling; psychiatric and other mental health treatment, including medication services; family therapy; case management,(help to get social services, financial assistance, transportation, child care, and employment); primary medical care and education; HIV counseling and testing; Medication Assisted Treatment (including Methadone and Suboxone) and DUI Treatment (Wilmington, Newark, Smyrna, Dover)Locations: North Wilmington, Newark, Dover, Smyrna, Seaford, Millsboro.",N/A,N/A,
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Department of Correction, Sussex Community Corrections Center",(302) 856-5790,1825 Faulkland Road,Wilmington,DE,19805,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",(302) 856-5790,https://www.kids.delaware.gov,Sussex Work Release center has a 6 month male/female residential substance abuse program. The program currently is contracted by CiviGenics (302) 739-1538. Incorporated into this program is a 6 month aftercare component which serves both Sussex and Kent Counties. this is also the location for the Violation of Probation Center.,Sussex Work Release center has a 6 month male/female residential substance abuse program. The program currently is contracted by CiviGenics (302) 739-1538. Incorporated into this program is a 6 month aftercare component which serves both Sussex and Kent Counties. this is also the location for the Violation of Probation Center.,N/A,N/A,
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Division of Prevention & Behavioral Health Services, Substance Abuse Outpatient Services",(302) 633-5118,1901 North Dupont Highway,New Castle,DE,19720,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",(302) 633-2571,https://www.dhss.delaware.gov/dhss/dsamh,"The Division of Prevention & Behavioral Health Services provides mental health (MH) and substance abuse (SA) outpatient services which are offered by providers throughout Delaware. For DPBHS General Information and Referral, call:302-633-2571 or 800-722-7710 (office hours-instate)","The Division of Prevention & Behavioral Health Services provides mental health (MH) and substance abuse (SA) outpatient services which are offered by providers throughout Delaware. For DPBHS General Information and Referral, call:302-633-2571 or 800-722-7710 (office hours-instate)",N/A,N/A,
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Division of Substance Abuse & Mental Health, Administration",(302) 255-4428,1901 North Dupont Highway,New Castle,DE,19720,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",(302) 255-9399,https://www.dhss.delaware.gov/dhss/dsamh,"	Provides mental health and substance abuse services to Delaware adults, either directly or through contacts with private providers. Operates Delaware Psychiatric Center, the state psychiatric hospital.	Provides 24/7 mental health Mobile Crisis Services statewide (800-652-2929).	Operates three Community Mental Health Clinics (Wilmington, Dover and Georgetown) that provide mental health services for those involved with the court system through its Treatment Access Centers (TASC) located throughout the state.	Detoxification, residential and outpatient treatment services for substance abuse are available from contracted service providers.	Prevention services addressing Fetal Alcohol Spectrum disorders target at-risk populations. Compulsive gambling services are available for individuals and families, including a 24/7 helpline: 888-850-8888.","	Provides mental health and substance abuse services to Delaware adults, either directly or through contacts with private providers. Operates Delaware Psychiatric Center, the state psychiatric hospital.	Provides 24/7 mental health Mobile Crisis Services statewide (800-652-2929).	Operates three Community Mental Health Clinics (Wilmington, Dover and Georgetown) that provide mental health services for those involved with the court system through its Treatment Access Centers (TASC) located throughout the state.	Detoxification, residential and outpatient treatment services for substance abuse are available from contracted service providers.	Prevention services addressing Fetal Alcohol Spectrum disorders target at-risk populations. Compulsive gambling services are available for individuals and families, including a 24/7 helpline: 888-850-8888.",N/A,N/A,
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Division of Substance Abuse & Mental Health, Delaware Psychiatric Center",(302) 255-4417,725 Horsepond Road,Dover,DE,19901,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",(302) 255-2700,https://www.doverbehavioral.com,"This is the state-operated psychiatric hospital for adults. Provides inpatient acute psychiatric care for Delawareans age 18 and older, as well as community support services to adults in recovery from mental illness or substance abuse or with psychiatric disabilities.For New Castle County Crisis Intervention call 800-652-2929 and for Kent and Sussex Counties Crisis Intervention call 800-345-6785.","This is the state-operated psychiatric hospital for adults. Provides inpatient acute psychiatric care for Delawareans age 18 and older, as well as community support services to adults in recovery from mental illness or substance abuse or with psychiatric disabilities.For New Castle County Crisis Intervention call 800-652-2929 and for Kent and Sussex Counties Crisis Intervention call 800-345-6785.",N/A,N/A,
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",Dover Behavioral Health System,(302) 741-8551,100 Sunnyside Road,Smyrna,DE,19977,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",(302) 741-0140,https://www.recovergateway.org,Day and Evening partial hospitalization programs for chemical dependency/substance abuse.,Day and Evening partial hospitalization programs for chemical dependency/substance abuse.,N/A,N/A,
Delaware,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities","Gateway Foundation, Adult Residential Program ",(302) 836-2975,N/A,N/A,N/A,N/A,"Substance Abuse,Substance Abuse Counseling,Inpatient Substance Abuse Treatment Facilities",(877) 505-4673,N/A,Gateway's Delaware Treatment Program is located on the Governor Bacon Health Grounds just off the Scenic Delaware River in Historic Delaware City. The picturesque grounds offer walking trails along Delaware River throughÂ fort Delaware. The campus offers separate dormitories forÂ 58 males and 20 females. *Adult Residential Alcohol & Drug Treatment Service treating men and women*Individual and group counseling utilizing Evidence Based Practices*Family Education*Treating those with Co-Occurring Disorders(Substance Abuse and Mental Health)*HIV early intervention counseling and testing*Medical and Psychiatric assessment*Adult Education Services,Gateway's Delaware Treatment Program is located on the Governor Bacon Health Grounds just off the Scenic Delaware River in Historic Delaware City. The picturesque grounds offer walking trails along Delaware River throughÂ fort Delaware. The campus offers separate dormitories forÂ 58 males and 20 females. *Adult Residential Alcohol & Drug Treatment Service treating men and women*Individual and group counseling utilizing Evidence Based Practices*Family Education*Treating those with Co-Occurring Disorders(Substance Abuse and Mental Health)*HIV early intervention counseling and testing*Medical and Psychiatric assessment*Adult Education Services,N/A,N/A,
